,Date,Station,Gates,Barrier_Hit,HCSS_Error,HCSS_Uncleared,Intrusion,Passage_Cancel,Tailgate
488,2018-10-15,QUE,G03,0,1,0,6,8,8
489,2018-10-15,QUE,G04,0,4,0,6,15,15
490,2018-10-15,QUE,G05,0,0,0,0,0,0
491,2018-10-15,QUE,G06,0,0,0,5,13,12
492,2018-10-15,QUE,G07,0,0,0,8,14,8
493,2018-10-15,QUE,G08,0,0,0,4,12,9
494,2018-10-15,QUE,G09,0,2,0,3,2,1
495,2018-10-15,QUE,G10,0,1,0,3,2,1
496,2018-10-15,QUE,G11,0,2,0,2,2,3
497,2018-10-15,QUE,G12,0,1,0,0,2,0
498,2018-10-15,QUE,G13,0,4,0,0,2,0
499,2018-10-15,QUE,G14,0,2,0,5,5,0
500,2018-10-15,QUE,G15,0,0,0,0,9,7
501,2018-10-15,RDH,G01,0,6,1,9,11,11
502,2018-10-15,RDH,G02,0,2,0,6,25,16
503,2018-10-15,RDH,G03,2,0,0,6,28,27
504,2018-10-15,RDH,G04,0,1,0,6,47,23
505,2018-10-15,RDH,G05,0,0,0,0,0,0
506,2018-10-15,RDH,G06,0,2,0,19,10,7
507,2018-10-15,RDH,G07,0,0,0,2,22,20
508,2018-10-15,RDH,G08,0,0,0,8,19,20
509,2018-10-15,RDH,G09,0,0,0,11,79,76
510,2018-10-15,RFP,G01,1,0,0,4,20,38
511,2018-10-15,RFP,G02,0,0,0,8,16,21
512,2018-10-15,RFP,G03,0,1,0,4,7,19
513,2018-10-15,RFP,G04,0,12,1,4,10,8
514,2018-10-15,RFP,G05,0,0,0,2,8,6
515,2018-10-15,RFP,G06,0,0,0,8,9,33
516,2018-10-15,RFP,G07,0,0,0,0,266,0
517,2018-10-15,RFP,G08,0,0,0,6,9,35
518,2018-10-15,RFP,G09,0,1,0,4,9,18
519,2018-10-15,RFP,G10,0,0,0,2,5,14
520,2018-10-15,RFP,G11,0,5,0,3,6,2
521,2018-10-15,RFP,G12,0,4,0,1,3,1
522,2018-10-15,RFP,G13,0,0,0,4,7,3
523,2018-10-15,RFP,G14,0,0,0,2,2,1
524,2018-10-15,RFP,G15,0,1,0,3,5,4
525,2018-10-15,RFP,G16,0,0,0,1,4,0
526,2018-10-15,RFP,G17,0,0,0,0,0,0
527,2018-10-15,RFP,G18,0,6,0,16,5,2
528,2018-10-15,RFP,G19,0,1,0,6,5,1
529,2018-10-15,RFP,G20,0,3,0,3,2,3
530,2018-10-15,RFP,G21,0,1,0,6,6,3
531,2018-10-15,RFP,G22,0,2,0,2,9,8
532,2018-10-15,RFP,G23,0,8,0,1,7,3
533,2018-10-15,RFP,G24,0,1,0,3,3,1
534,2018-10-15,RFP,G25,0,0,0,0,3,0
535,2018-10-15,RFP,G26,0,0,0,9,14,28
536,2018-10-15,RFP,G27,0,2,0,8,34,17
537,2018-10-15,RFP,G28,0,0,0,6,21,41
538,2018-10-15,RFP,G29,1,58,0,10,8,42
539,2018-10-15,RFP,G30,1,3,1,13,19,30
540,2018-10-15,RFP,G31,0,1,0,5,57,36
541,2018-10-15,RFP,G32,0,0,0,0,0,0
542,2018-10-15,RFP,G33,0,0,0,0,0,0
543,2018-10-15,RFP,G34,0,0,0,0,0,0
544,2018-10-15,SBW,G01,0,0,0,0,0,0
545,2018-10-15,SBW,G02,1,0,0,6,85,47
546,2018-10-15,SBW,G03,1,0,0,8,82,42
547,2018-10-15,SBW,G04,0,1,0,11,72,31
548,2018-10-15,SBW,G05,0,0,0,5,27,14
549,2018-10-15,SBW,G06,0,0,0,7,31,20
550,2018-10-15,SBW,G07,0,0,0,0,32,18
551,2018-10-15,SBW,G08,0,15,1,12,80,36
552,2018-10-15,SBW,G09,0,0,0,6,24,21
553,2018-10-15,SBW,G10,0,0,0,9,92,29
554,2018-10-15,SIM,G01,0,0,0,6,20,9
555,2018-10-15,SIM,G02,0,0,0,5,25,13
556,2018-10-15,SIM,G03,0,1,0,5,44,32
557,2018-10-15,SIM,G04,0,0,0,0,0,0
558,2018-10-15,SIM,G05,0,2,0,3,22,13
559,2018-10-15,SIM,G06,0,0,0,6,39,24
560,2018-10-15,SIM,G07,0,0,0,3,51,18
561,2018-10-15,SIM,G08,0,0,0,1,32,16
562,2018-10-15,SOM,G01,0,21,0,15,52,19
563,2018-10-15,SOM,G02,0,12,0,3,70,21
564,2018-10-15,SOM,G03,0,47,0,9,12,10
565,2018-10-15,SOM,G04,0,17,0,7,12,3
566,2018-10-15,SOM,G05,0,1,1,4,11,4
567,2018-10-15,SOM,G06,0,1,0,8,11,4
568,2018-10-15,SOM,G07,0,0,0,0,0,0
569,2018-10-15,SOM,G08,0,2,0,7,8,7
570,2018-10-15,SOM,G09,0,1,0,9,29,14
571,2018-10-15,SOM,G10,0,3,0,4,42,12
572,2018-10-15,SOM,G11,0,0,0,14,60,27
573,2018-10-15,SOM,G12,0,0,0,15,91,35
574,2018-10-15,SOM,G13,0,1,0,26,35,21
575,2018-10-15,SOM,G14,0,0,0,17,35,26
576,2018-10-15,SOM,G15,0,0,0,28,35,36
577,2018-10-15,TAM,G01,0,14,0,27,26,8
578,2018-10-15,TAM,G02,0,1,0,9,29,18
579,2018-10-15,TAM,G03,1,32,0,6,49,31
580,2018-10-15,TAM,G04,0,0,0,9,16,18
581,2018-10-15,TAM,G05,0,3,0,9,270,7
582,2018-10-15,TAM,G06,0,2,0,11,35,19
583,2018-10-15,TAM,G07,0,0,0,0,0,0
584,2018-10-15,TAM,G08,0,3,0,13,10,17
585,2018-10-15,TAM,G09,0,2,0,9,32,28
586,2018-10-15,TAM,G10,0,1,1,11,15,25
587,2018-10-15,TAM,G11,0,3,0,6,40,12
588,2018-10-15,TAM,G12,0,2,0,10,12,10
589,2018-10-15,TAM,G13,0,0,0,6,27,14
590,2018-10-15,TAP,G01,0,0,0,0,76,40
591,2018-10-15,TAP,G02,0,0,0,4,47,17
592,2018-10-15,TAP,G03,0,0,0,11,29,12
593,2018-10-15,TAP,G04,1,0,0,18,50,11
594,2018-10-15,TAP,G05,0,0,0,16,14,26
595,2018-10-15,TAP,G06,0,1,0,7,26,19
596,2018-10-15,TAP,G07,0,0,0,11,33,11
597,2018-10-15,TAP,G08,0,1,0,5,20,17
598,2018-10-15,TAP,G09,0,20,1,5,19,15
599,2018-10-15,TAP,G10,0,0,0,0,13,30
600,2018-10-15,TAP,G11,0,0,0,14,84,26
601,2018-10-15,TAP,G12,0,0,0,16,46,24
602,2018-10-15,TAP,G13,0,0,0,0,0,0
603,2018-10-15,TIB,G01,1,0,0,10,40,20
604,2018-10-15,TIB,G02,0,0,0,6,57,35
605,2018-10-15,TIB,G03,0,1,1,8,79,28
606,2018-10-15,TIB,G04,0,0,0,8,80,46
607,2018-10-15,TIB,G05,0,0,0,0,0,0
608,2018-10-15,TIB,G06,0,1,0,5,22,16
609,2018-10-15,TIB,G07,0,0,0,7,28,21
610,2018-10-15,TIB,G08,0,0,0,7,34,36
611,2018-10-15,TIB,G09,0,0,0,0,23,25
612,2018-10-15,TIB,G10,0,0,0,8,29,40
613,2018-10-15,TNM,G01,0,0,0,0,40,14
614,2018-10-15,TNM,G02,0,0,0,8,27,21
615,2018-10-15,TNM,G03,0,1,0,8,27,15
616,2018-10-15,TNM,G04,0,0,0,0,0,0
617,2018-10-15,TNM,G05,0,0,0,8,38,16
618,2018-10-15,TNM,G06,1,0,0,6,31,18
619,2018-10-15,TNM,G07,0,2,0,3,32,15
620,2018-10-15,TNM,G08,0,1,0,4,28,19
621,2018-10-15,TNM,G09,0,0,0,6,30,13
622,2018-10-15,TPG,G01,1,1,0,16,56,22
623,2018-10-15,TPG,G02,0,0,0,5,32,16
624,2018-10-15,TPG,G03,0,0,0,5,26,8
625,2018-10-15,TPG,G04,0,2,0,2,17,5
626,2018-10-15,TPG,G05,0,1,0,5,11,2
627,2018-10-15,TPG,G06,0,1,0,2,21,3
628,2018-10-15,TPG,G07,0,0,0,14,41,22
629,2018-10-15,TPG,G08,0,0,0,14,25,24
630,2018-10-15,TPG,G09,0,0,0,8,19,13
631,2018-10-15,TPG,G10,0,0,0,5,25,5
632,2018-10-15,TPG,G11,0,0,0,0,0,0
633,2018-10-15,TPG,G12,0,2,0,9,31,18
634,2018-10-15,TPG,G13,0,0,0,4,29,7
635,2018-10-15,TPG,G14,0,1,0,6,12,9
636,2018-10-15,TPG,G15,0,0,0,6,30,10
637,2018-10-15,TPG,G16,0,0,0,9,13,13
638,2018-10-15,TPG,G17,0,0,0,8,28,25
639,2018-10-15,TPG,G18,0,0,0,0,196,0
640,2018-10-15,TPG,G19,0,0,0,6,13,45
641,2018-10-15,TPG,G20,0,4,0,4,36,15
642,2018-10-15,TPG,G21,0,0,0,11,15,11
643,2018-10-15,TPG,G22,0,0,0,7,71,14
644,2018-10-15,TPG,G23,0,0,0,0,0,0
645,2018-10-15,TPG,G24,0,0,0,0,0,0
646,2018-10-15,TPG,G25,0,0,0,0,0,0
647,2018-10-15,WDL,G01,0,0,0,0,0,0
648,2018-10-15,WDL,G02,0,1,0,24,51,28
649,2018-10-15,WDL,G03,0,1,0,13,45,34
650,2018-10-15,WDL,G04,0,0,0,10,66,43
651,2018-10-15,WDL,G05,0,10,0,9,23,42
652,2018-10-15,WDL,G06,0,4,0,5,71,41
653,2018-10-15,WDL,G07,0,0,0,4,62,36
654,2018-10-15,WDL,G08,3,1,0,8,56,37
655,2018-10-15,WDL,G09,0,0,0,8,69,38
656,2018-10-15,WDL,G10,1,1,0,6,58,44
657,2018-10-15,WDL,G11,0,1,0,14,82,42
658,2018-10-15,WDL,G12,0,2,0,18,62,38
659,2018-10-15,WDL,G13,0,1,1,22,19,67
660,2018-10-15,YCK,G01,0,1,0,16,18,38
661,2018-10-15,YCK,G02,1,1,0,8,61,20
662,2018-10-15,YCK,G03,0,2,0,10,34,11
663,2018-10-15,YCK,G04,0,0,0,4,33,6
664,2018-10-15,YCK,G05,0,0,0,0,0,0
665,2018-10-15,YCK,G06,0,1,0,6,20,24
666,2018-10-15,YCK,G07,0,0,0,8,15,19
667,2018-10-15,YCK,G08,0,0,0,10,14,26
668,2018-10-15,YCK,G09,2,1,0,12,50,23
669,2018-10-15,YCK,G10,0,0,0,23,19,27
670,2018-10-15,YIS,G01,0,1,0,8,69,25
671,2018-10-15,YIS,G02,0,2,0,15,50,20
672,2018-10-15,YIS,G03,1,14,1,8,60,29
673,2018-10-15,YIS,G04,0,0,0,7,53,24
674,2018-10-15,YIS,G05,0,2,0,13,20,39
675,2018-10-15,YIS,G06,0,0,0,11,34,24
676,2018-10-15,YIS,G07,0,0,0,15,38,10
677,2018-10-15,YIS,G08,0,0,0,12,35,18
678,2018-10-15,YIS,G09,0,0,0,0,0,0
679,2018-10-15,YIS,G10,1,0,0,25,46,16
680,2018-10-15,YIS,G11,0,0,0,16,40,26
681,2018-10-15,YIS,G12,1,1,0,13,57,11
682,2018-10-15,YIS,G13,0,1,1,6,6,18
683,2018-10-15,YIS,G14,0,1,0,10,23,30
684,2018-10-15,YWT,G01,0,0,0,16,18,57
685,2018-10-15,YWT,G02,0,1,0,11,40,22
686,2018-10-15,YWT,G03,0,0,0,4,60,37
687,2018-10-15,YWT,G04,0,0,0,9,12,17
688,2018-10-15,YWT,G05,0,1,0,10,33,20
689,2018-10-15,YWT,G06,0,0,0,6,13,20
690,2018-10-15,YWT,G07,0,0,0,13,174,12
691,2018-10-15,YWT,G08,0,0,0,7,47,16
692,2018-10-16,ADM,G01,0,0,0,0,0,0
693,2018-10-16,ADM,G02,1,1,0,3,93,37
694,2018-10-16,ADM,G03,0,1,1,6,14,24
695,2018-10-16,ADM,G04,0,0,0,7,57,28
696,2018-10-16,ADM,G05,0,1,0,11,42,32
697,2018-10-16,ADM,G06,0,0,0,9,9,32
698,2018-10-16,ADM,G07,0,2,0,9,32,29
699,2018-10-16,ADM,G08,0,0,0,7,27,35
700,2018-10-16,ADM,G09,2,0,0,11,44,46
701,2018-10-16,ADM,G10,0,1,0,9,41,22
702,2018-10-16,ADM,G11,0,1,1,8,61,24
703,2018-10-16,ADM,G12,0,0,0,16,12,32
704,2018-10-16,ALJ,G01,0,0,0,10,34,18
705,2018-10-16,ALJ,G02,0,0,0,7,139,12
706,2018-10-16,ALJ,G03,0,0,0,49,72,32
707,2018-10-16,ALJ,G04,0,0,0,0,0,0
708,2018-10-16,ALJ,G05,0,2,0,4,15,16
709,2018-10-16,ALJ,G06,0,0,0,2,28,29
710,2018-10-16,ALJ,G07,0,46,1,5,43,32
711,2018-10-16,ALJ,G08,0,0,0,1,9,28
712,2018-10-16,AMK,G01,0,0,0,4,21,17
713,2018-10-16,AMK,G02,0,7,0,6,62,13
714,2018-10-16,AMK,G03,0,0,0,7,11,30
715,2018-10-16,AMK,G04,0,0,0,7,12,24
716,2018-10-16,AMK,G05,0,1,0,8,45,23
717,2018-10-16,AMK,G06,0,0,0,6,37,19
718,2018-10-16,AMK,G07,0,0,0,0,311,0
719,2018-10-16,AMK,G08,0,6,1,12,49,27
720,2018-10-16,AMK,G09,0,0,0,0,0,0
721,2018-10-16,AMK,G10,0,0,0,13,73,40
722,2018-10-16,AMK,G11,0,4,1,18,56,34
723,2018-10-16,AMK,G12,0,1,0,8,61,37
724,2018-10-16,AMK,G13,0,16,1,14,24,37
725,2018-10-16,AMK,G14,0,0,0,11,55,51
726,2018-10-16,AMK,G15,0,0,0,12,190,23
727,2018-10-16,BBT,G01,0,3,0,5,14,17
728,2018-10-16,BBT,G02,0,0,0,8,61,22
729,2018-10-16,BBT,G03,0,0,0,5,146,19
730,2018-10-16,BBT,G04,0,0,0,0,0,0
731,2018-10-16,BBT,G05,0,23,0,5,65,26
732,2018-10-16,BBT,G06,2,0,0,35,34,37
733,2018-10-16,BBT,G07,0,56,1,8,50,25
734,2018-10-16,BBT,G08,0,0,0,11,33,30
735,2018-10-16,BBT,G09,0,0,0,7,33,30
736,2018-10-16,BDK,G01,0,2,0,5,13,5
737,2018-10-16,BDK,G02,0,0,0,1,29,19
738,2018-10-16,BDK,G03,0,0,0,0,204,0
739,2018-10-16,BDK,G04,0,0,0,11,34,30
740,2018-10-16,BDK,G05,1,0,0,6,11,20
741,2018-10-16,BDK,G06,0,0,0,5,3,2
742,2018-10-16,BDK,G07,0,0,0,1,19,6
743,2018-10-16,BDK,G08,0,0,0,4,16,16
744,2018-10-16,BDK,G09,0,0,0,5,23,21
745,2018-10-16,BDK,G10,0,0,0,3,20,22
746,2018-10-16,BDK,G11,0,0,0,9,22,34
747,2018-10-16,BDK,G12,0,0,0,0,0,0
748,2018-10-16,BDL,G01,0,1,0,4,24,15
749,2018-10-16,BDL,G02,0,0,0,8,5,8
750,2018-10-16,BDL,G03,0,0,0,6,46,26
751,2018-10-16,BDL,G04,0,0,0,6,20,4
752,2018-10-16,BDL,G05,0,0,0,0,0,0
753,2018-10-16,BDL,G06,0,1,0,9,64,27
754,2018-10-16,BDL,G07,0,0,0,7,23,12
755,2018-10-16,BDL,G08,0,1,0,6,26,13
756,2018-10-16,BFT,G01,0,0,0,1,24,22
757,2018-10-16,BFT,G02,0,2,0,1,5,7
758,2018-10-16,BFT,G03,0,0,0,0,26,17
759,2018-10-16,BFT,G04,0,0,0,0,20,22
760,2018-10-16,BFT,G05,0,1,1,0,13,27
761,2018-10-16,BFT,G06,0,25,0,0,31,22
762,2018-10-16,BFT,G07,0,0,0,0,29,25
763,2018-10-16,BFT,G08,0,0,0,0,27,15
764,2018-10-16,BFT,G09,0,3,0,0,67,17
765,2018-10-16,BFT,G10,0,0,0,0,28,9
766,2018-10-16,BFT,G11,0,0,0,0,28,7
767,2018-10-16,BFT,G12,0,0,0,0,0,0
768,2018-10-16,BFT,G13,0,0,0,0,0,0
769,2018-10-16,BFT,G14,0,0,0,0,0,0
770,2018-10-16,BFT,G15,0,0,0,0,0,0
771,2018-10-16,BFT,G16,0,0,0,0,0,0
772,2018-10-16,BFT,G17,0,0,0,0,0,0
773,2018-10-16,BGB,G01,0,7,1,4,48,28
774,2018-10-16,BGB,G02,0,0,0,5,26,12
775,2018-10-16,BGB,G03,0,1,0,3,34,11
776,2018-10-16,BGB,G04,0,0,0,10,22,13
777,2018-10-16,BGB,G05,0,0,0,0,0,0
778,2018-10-16,BGB,G06,0,0,0,8,20,22
779,2018-10-16,BGB,G07,0,0,0,5,16,23
780,2018-10-16,BGB,G08,0,0,0,4,33,17
781,2018-10-16,BGS,G01,0,0,0,26,11,21
782,2018-10-16,BGS,G02,0,1,0,6,19,26
783,2018-10-16,BGS,G03,0,6,0,5,119,15
784,2018-10-16,BGS,G04,0,0,0,13,48,33
785,2018-10-16,BGS,G05,0,1,0,9,35,30
786,2018-10-16,BGS,G06,0,1,0,5,49,25
787,2018-10-16,BGS,G07,0,0,0,0,0,0
788,2018-10-16,BGS,G08,0,1,0,4,9,0
789,2018-10-16,BGS,G09,0,3,0,8,15,8
790,2018-10-16,BGS,G10,0,0,0,6,23,15
791,2018-10-16,BGS,G11,0,0,0,207,15,14
792,2018-10-16,BGS,G12,0,0,0,13,29,36
793,2018-10-16,BGS,G13,0,1,1,13,9,20
794,2018-10-16,BGS,G14,0,1,0,0,30,21
795,2018-10-16,BHC,G01,0,0,0,0,0,0
796,2018-10-16,BHC,G02,0,0,0,0,0,0
797,2018-10-16,BHC,G03,0,0,0,0,0,0
798,2018-10-16,BHC,G04,0,0,0,0,0,0
799,2018-10-16,BHC,G05,0,0,0,0,0,0
800,2018-10-16,BHC,G06,0,0,0,0,0,0
801,2018-10-16,BHC,G07,0,0,0,0,0,0
802,2018-10-16,BHC,G08,0,0,0,0,0,0
803,2018-10-16,BHC,G09,0,0,0,6,75,34
804,2018-10-16,BHC,G10,2,0,0,11,68,29
805,2018-10-16,BHC,G11,1,0,0,18,54,33
806,2018-10-16,BHC,G12,0,0,0,0,28,22
807,2018-10-16,BNL,G01,0,0,0,2,15,7
808,2018-10-16,BNL,G02,0,0,0,15,16,6
809,2018-10-16,BNL,G03,1,0,0,16,37,25
810,2018-10-16,BNL,G04,0,8,1,43,132,17
811,2018-10-16,BNL,G05,0,0,0,16,36,23
812,2018-10-16,BNL,G06,0,0,0,0,0,0
813,2018-10-16,BNL,G07,0,1,0,12,5,1
814,2018-10-16,BNL,G08,0,1,0,5,6,14
815,2018-10-16,BNL,G09,0,0,0,16,25,15
816,2018-10-16,BNL,G10,0,2,0,8,5,1
817,2018-10-16,BNL,G11,0,4,0,2,8,6
818,2018-10-16,BNL,G12,0,1,0,5,5,2
819,2018-10-16,BNL,G13,1,0,0,7,73,45
820,2018-10-16,BNL,G14,0,0,0,3,58,91
821,2018-10-16,BNL,G15,0,10,1,4,41,15
822,2018-10-16,BNL,G16,1,0,0,8,40,11
823,2018-10-16,BNL,G17,0,0,0,0,24,6
824,2018-10-16,BNL,G18,0,1,0,1,22,6
825,2018-10-16,BNL,G19,1,0,0,3,31,28
826,2018-10-16,BNL,G20,1,0,0,7,47,22
827,2018-10-16,BNL,G21,2,2,0,10,79,44
828,2018-10-16,BNV,G01,0,3,0,5,12,7
829,2018-10-16,BNV,G02,0,0,0,5,8,8
830,2018-10-16,BNV,G03,0,0,0,5,21,20
831,2018-10-16,BNV,G04,0,1,0,7,6,0
832,2018-10-16,BNV,G05,0,0,0,4,13,16
833,2018-10-16,BNV,G06,0,0,0,3,14,13
834,2018-10-16,BNV,G07,0,1,0,3,5,4
835,2018-10-16,BNV,G08,0,4,0,4,10,6
836,2018-10-16,BNV,G09,0,2,0,2,5,0
837,2018-10-16,BNV,G10,0,2,0,4,14,2
838,2018-10-16,BNV,G11,0,0,0,0,0,0
839,2018-10-16,BSH,G01,0,0,0,0,0,0
840,2018-10-16,BSH,G02,0,0,0,8,47,10
841,2018-10-16,BSH,G03,0,0,0,8,43,14
842,2018-10-16,BSH,G04,0,0,0,6,42,17
843,2018-10-16,BSH,G05,0,69,1,4,13,9
844,2018-10-16,BSH,G06,0,3,0,3,10,8
845,2018-10-16,BSH,G07,0,0,0,4,17,19
846,2018-10-16,BSH,G08,0,1,0,2,11,7
847,2018-10-16,BSH,G09,0,1,0,8,3,9
848,2018-10-16,BSH,G10,0,0,0,10,18,9
849,2018-10-16,CCK,G01,0,0,0,2,8,17
850,2018-10-16,CCK,G02,0,2,1,1,13,1
851,2018-10-16,CCK,G03,0,2,0,2,11,2
852,2018-10-16,CCK,G04,0,66,1,5,29,15
853,2018-10-16,CCK,G05,0,0,0,3,24,16
854,2018-10-16,CCK,G06,0,0,0,0,0,0
855,2018-10-16,CCK,G07,0,1,0,9,25,12
856,2018-10-16,CCK,G08,0,1,0,6,13,24
857,2018-10-16,CCK,G09,0,0,0,3,40,17
858,2018-10-16,CCK,G10,0,0,0,5,30,1
859,2018-10-16,CCK,G11,0,11,0,18,31,23
860,2018-10-16,CCK,G12,0,0,0,0,25,25
861,2018-10-16,CCK,G13,0,0,0,0,208,0
862,2018-10-16,CCK,G14,0,0,0,5,22,28
863,2018-10-16,CCK,G15,0,0,0,9,7,16
864,2018-10-16,CCK,G16,0,7,0,17,7,12
865,2018-10-16,CCK,G17,0,7,1,11,42,32
866,2018-10-16,CLE,G01,0,3,0,18,14,15
867,2018-10-16,CLE,G02,1,2,1,8,67,31
868,2018-10-16,CLE,G03,0,36,0,8,92,52
869,2018-10-16,CLE,G04,1,0,0,13,41,24
870,2018-10-16,CLE,G05,0,0,0,8,20,26
871,2018-10-16,CLE,G06,0,0,0,0,0,0
872,2018-10-16,CLE,G07,0,24,1,59,43,41
873,2018-10-16,CLE,G08,1,0,0,16,14,57
874,2018-10-16,CLE,G09,0,9,0,12,40,25
875,2018-10-16,CLE,G10,0,0,0,9,27,29
876,2018-10-16,CLE,G11,0,1,0,5,26,25
877,2018-10-16,CLE,G12,0,2,0,1,8,11
878,2018-10-16,CLE,G13,0,3,0,22,1,2
879,2018-10-16,CLE,G14,0,1,0,2,4,1
880,2018-10-16,CLE,G15,0,2,0,0,6,2
881,2018-10-16,CLE,G16,0,1,0,2,4,6
882,2018-10-16,CLE,G17,0,4,0,3,10,2
883,2018-10-16,CLE,G18,0,1,0,0,1,0
884,2018-10-16,CLE,G19,0,4,0,1,5,0
885,2018-10-16,CLE,G20,0,0,0,1,4,4
886,2018-10-16,CLE,G21,0,0,0,4,6,7
887,2018-10-16,CLE,G22,0,0,0,1,16,4
888,2018-10-16,CNG,G01,0,0,0,5,9,6
889,2018-10-16,CNG,G02,0,0,0,8,15,3
890,2018-10-16,CNG,G03,0,1,0,2,19,8
891,2018-10-16,CNG,G04,0,5,0,5,10,3
892,2018-10-16,CNG,G05,0,0,0,0,0,0
893,2018-10-16,CNG,G06,0,4,0,5,9,5
894,2018-10-16,CNG,G07,0,3,0,7,16,8
895,2018-10-16,CNG,G08,0,2,0,10,41,17
896,2018-10-16,COM,G01,0,1,0,3,7,1
897,2018-10-16,COM,G02,0,1,0,0,7,7
898,2018-10-16,COM,G03,0,0,0,6,24,11
899,2018-10-16,COM,G04,0,41,1,2,19,11
900,2018-10-16,COM,G05,0,0,0,0,0,0
901,2018-10-16,COM,G06,0,2,0,4,28,10
902,2018-10-16,COM,G07,0,0,0,10,44,12
903,2018-10-16,COM,G08,0,0,0,15,15,25
904,2018-10-16,COM,G09,0,5,0,0,27,8
905,2018-10-16,COM,G10,0,1,0,2,4,4
906,2018-10-16,COM,G11,0,3,0,0,4,2
907,2018-10-16,COM,G12,0,0,0,5,6,1
908,2018-10-16,COM,G13,0,3,0,1,3,4
909,2018-10-16,COM,G14,0,1,0,2,4,4
910,2018-10-16,COM,G15,0,4,0,1,4,2
911,2018-10-16,CTH,G01,0,2,1,16,11,21
912,2018-10-16,CTH,G02,0,19,1,12,10,6
913,2018-10-16,CTH,G03,0,1,1,14,12,10
914,2018-10-16,CTH,G04,0,0,0,0,6,14
915,2018-10-16,CTH,G05,0,1,1,1,17,9
916,2018-10-16,CTH,G06,0,0,0,2,24,5
917,2018-10-16,CTH,G07,0,1,0,6,9,1
918,2018-10-16,CTH,G08,0,3,0,6,5,3
919,2018-10-16,CTH,G09,0,1,0,15,8,1
920,2018-10-16,CTH,G10,0,0,0,7,13,4
921,2018-10-16,CTH,G11,0,1,0,9,10,13
922,2018-10-16,CTH,G12,0,0,0,6,9,14
923,2018-10-16,CTH,G13,0,1,0,5,7,5
924,2018-10-16,CTH,G14,0,0,0,11,12,11
925,2018-10-16,CTH,G15,0,0,0,5,7,5
926,2018-10-16,CTH,G16,0,0,0,12,8,14
927,2018-10-16,CTH,G17,0,0,0,4,12,11
928,2018-10-16,CTH,G18,0,0,0,20,24,8
929,2018-10-16,CTH,G19,0,0,0,0,0,0
930,2018-10-16,CTH,G20,0,0,0,3,12,9
931,2018-10-16,CTH,G21,0,0,0,3,5,3
932,2018-10-16,CTH,G22,0,0,0,8,27,8
933,2018-10-16,CTH,G23,0,2,1,7,16,10
934,2018-10-16,CTH,G24,0,0,0,4,4,8
935,2018-10-16,CTH,G25,0,1,0,6,4,8
936,2018-10-16,DBG,G01,0,0,0,8,19,12
937,2018-10-16,DBG,G02,0,26,0,3,5,6
938,2018-10-16,DBG,G03,0,0,0,1,18,7
939,2018-10-16,DBG,G04,0,3,0,9,4,4
940,2018-10-16,DBG,G05,0,10,0,6,6,3
941,2018-10-16,DBG,G06,0,3,0,12,0,1
942,2018-10-16,DBG,G07,0,0,0,0,0,0
943,2018-10-16,DBG,G08,0,2,0,8,14,5
944,2018-10-16,DBG,G09,0,4,0,6,5,5
945,2018-10-16,DBG,G10,0,3,0,5,13,2
946,2018-10-16,DBG,G11,0,1,0,2,17,6
947,2018-10-16,DBG,G12,0,2,0,5,6,0
948,2018-10-16,DBG,G13,0,2,0,10,33,10
949,2018-10-16,EUN,G01,0,7,1,10,32,25
950,2018-10-16,EUN,G02,0,1,0,5,9,3
951,2018-10-16,EUN,G03,0,2,0,9,19,8
952,2018-10-16,EUN,G04,0,1,0,4,18,9
953,2018-10-16,EUN,G05,0,72,1,6,18,2
954,2018-10-16,EUN,G06,0,0,0,0,0,0
955,2018-10-16,EUN,G07,1,1,0,15,43,16
956,2018-10-16,EUN,G08,0,0,0,9,19,7
957,2018-10-16,EUN,G09,0,1,0,15,21,12
958,2018-10-16,EUN,G10,0,0,0,9,29,17
959,2018-10-16,JUR,G01,0,9,1,15,28,23
960,2018-10-16,JUR,G02,0,0,0,6,10,21
961,2018-10-16,JUR,G03,0,0,0,7,38,28
962,2018-10-16,JUR,G04,0,0,0,17,43,18
963,2018-10-16,JUR,G05,0,1,0,10,9,13
964,2018-10-16,JUR,G06,0,0,0,0,0,0
965,2018-10-16,JUR,G07,1,0,0,8,68,27
966,2018-10-16,JUR,G08,0,0,0,12,52,21
967,2018-10-16,JUR,G09,0,0,0,11,43,30
968,2018-10-16,JUR,G10,0,1,0,7,65,23
969,2018-10-16,JUR,G11,0,2,0,22,11,49
970,2018-10-16,JUR,G12,0,2,0,18,34,35
971,2018-10-16,JUR,G13,0,60,0,21,57,26
972,2018-10-16,JUR,G14,0,0,0,18,17,60
973,2018-10-16,JUR,G15,0,0,0,2,29,35
974,2018-10-16,JUR,G16,1,26,0,9,37,20
975,2018-10-16,JUR,G17,0,0,0,6,11,11
976,2018-10-16,JUR,G18,0,0,0,0,0,0
977,2018-10-16,JUR,G19,0,0,0,5,21,12
978,2018-10-16,JUR,G20,0,0,0,8,43,22
979,2018-10-16,JUR,G21,0,33,1,8,32,22
980,2018-10-16,JUR,G22,0,1,0,4,10,23
981,2018-10-16,JUR,G23,0,18,1,6,42,19
982,2018-10-16,JUR,G24,0,0,0,6,31,21
983,2018-10-16,KAL,G01,0,1,0,1,9,3
984,2018-10-16,KAL,G02,0,0,0,9,24,10
985,2018-10-16,KAL,G03,0,1,0,4,23,7
