Datetime,Date,Time,Station,Gate
2018-10-18 17:31:29,2018-10-18,17:31:29,SBW,G05
2018-10-18 17:31:32,2018-10-18,17:31:32,RDH,G08
2018-10-18 17:31:35,2018-10-18,17:31:35,TAM,G08
2018-10-18 17:31:41,2018-10-18,17:31:41,SOM,G13
2018-10-18 17:31:45,2018-10-18,17:31:45,TNM,G05
2018-10-18 17:31:47,2018-10-18,17:31:47,TIB,G01
2018-10-18 17:31:49,2018-10-18,17:31:49,CLE,G02
2018-10-18 17:32:06,2018-10-18,17:32:06,ORC,G01
2018-10-18 17:32:06,2018-10-18,17:32:06,TAP,G05
2018-10-18 17:32:11,2018-10-18,17:32:11,TNM,G02
2018-10-18 17:32:11,2018-10-18,17:32:11,SBW,G07
2018-10-18 17:32:11,2018-10-18,17:32:11,RFP,G29
2018-10-18 17:32:24,2018-10-18,17:32:24,PSR,G06
2018-10-18 17:32:34,2018-10-18,17:32:34,BNL,G13
2018-10-18 17:32:37,2018-10-18,17:32:37,LKS,G01
2018-10-18 17:32:38,2018-10-18,17:32:38,LVR,G07
2018-10-18 17:32:42,2018-10-18,17:32:42,NOV,G02
2018-10-18 17:32:43,2018-10-18,17:32:43,RFP,G27
2018-10-18 17:32:47,2018-10-18,17:32:47,YIS,G01
2018-10-18 17:32:50,2018-10-18,17:32:50,LVR,G02
2018-10-18 17:32:58,2018-10-18,17:32:58,CLE,G11
2018-10-18 17:33:03,2018-10-18,17:33:03,BNL,G14
2018-10-18 17:33:04,2018-10-18,17:33:04,RFP,G05
2018-10-18 17:33:08,2018-10-18,17:33:08,ORC,G05
2018-10-18 17:33:08,2018-10-18,17:33:08,PSR,G09
2018-10-18 17:33:14,2018-10-18,17:33:14,BGS,G02
2018-10-18 17:33:15,2018-10-18,17:33:15,JUR,G12
2018-10-18 17:33:18,2018-10-18,17:33:18,RDH,G09
2018-10-18 17:33:20,2018-10-18,17:33:20,PSR,G06
2018-10-18 17:33:24,2018-10-18,17:33:24,ADM,G08
2018-10-18 17:33:26,2018-10-18,17:33:26,LVR,G01
2018-10-18 17:33:28,2018-10-18,17:33:28,JUR,G24
2018-10-18 17:33:29,2018-10-18,17:33:29,SOM,G03
2018-10-18 17:33:32,2018-10-18,17:33:32,ORC,G02
2018-10-18 17:33:35,2018-10-18,17:33:35,KRJ,G15
2018-10-18 17:33:38,2018-10-18,17:33:38,ADM,G07
2018-10-18 17:33:39,2018-10-18,17:33:39,RFP,G05
2018-10-18 17:33:42,2018-10-18,17:33:42,KRJ,G16
2018-10-18 17:33:49,2018-10-18,17:33:49,YCK,G01
2018-10-18 17:33:57,2018-10-18,17:33:57,BDL,G03
2018-10-18 17:34:00,2018-10-18,17:34:00,RFP,G04
2018-10-18 17:34:05,2018-10-18,17:34:05,TAM,G12
2018-10-18 17:34:05,2018-10-18,17:34:05,AMK,G12
2018-10-18 17:34:14,2018-10-18,17:34:14,BNL,G04
2018-10-18 17:34:15,2018-10-18,17:34:15,WDL,G06
2018-10-18 17:34:15,2018-10-18,17:34:15,NEW,G01
2018-10-18 17:34:21,2018-10-18,17:34:21,BDK,G10
2018-10-18 17:34:24,2018-10-18,17:34:24,BBT,G07
2018-10-18 17:34:25,2018-10-18,17:34:25,ORC,G01
2018-10-18 17:34:25,2018-10-18,17:34:25,KTB,G02
2018-10-18 17:34:29,2018-10-18,17:34:29,ALJ,G06
2018-10-18 17:34:36,2018-10-18,17:34:36,JUR,G21
2018-10-18 17:34:42,2018-10-18,17:34:42,RDH,G09
2018-10-18 17:34:42,2018-10-18,17:34:42,BHC,G09
2018-10-18 17:34:45,2018-10-18,17:34:45,TAP,G07
2018-10-18 17:34:56,2018-10-18,17:34:56,TAM,G08
2018-10-18 17:34:59,2018-10-18,17:34:59,BBT,G02
2018-10-18 17:35:03,2018-10-18,17:35:03,AMK,G10
2018-10-18 17:35:05,2018-10-18,17:35:05,YWT,G04
2018-10-18 17:35:08,2018-10-18,17:35:08,NOV,G04
2018-10-18 17:35:16,2018-10-18,17:35:16,BHC,G10
2018-10-18 17:35:19,2018-10-18,17:35:19,RFP,G07
2018-10-18 17:35:24,2018-10-18,17:35:24,ADM,G10
2018-10-18 17:35:25,2018-10-18,17:35:25,CTH,G18
2018-10-18 17:35:26,2018-10-18,17:35:26,BNL,G04
2018-10-18 17:35:33,2018-10-18,17:35:33,ADM,G04
2018-10-18 17:35:39,2018-10-18,17:35:39,AMK,G14
2018-10-18 17:35:47,2018-10-18,17:35:47,BNL,G18
2018-10-18 17:35:56,2018-10-18,17:35:56,TIB,G06
2018-10-18 17:35:58,2018-10-18,17:35:58,CNG,G07
2018-10-18 17:36:00,2018-10-18,17:36:00,CTH,G12
2018-10-18 17:36:06,2018-10-18,17:36:06,CCK,G10
2018-10-18 17:36:11,2018-10-18,17:36:11,TAP,G02
2018-10-18 17:36:14,2018-10-18,17:36:14,TIB,G09
2018-10-18 17:36:15,2018-10-18,17:36:15,NOV,G02
2018-10-18 17:36:20,2018-10-18,17:36:20,AMK,G02
2018-10-18 17:36:21,2018-10-18,17:36:21,RDH,G06
2018-10-18 17:36:25,2018-10-18,17:36:25,WDL,G06
2018-10-18 17:36:28,2018-10-18,17:36:28,NEW,G08
2018-10-18 17:36:32,2018-10-18,17:36:32,BSH,G03
2018-10-18 17:36:36,2018-10-18,17:36:36,SBW,G04
2018-10-18 17:36:38,2018-10-18,17:36:38,BDL,G04
2018-10-18 17:36:38,2018-10-18,17:36:38,NOV,G04
2018-10-18 17:36:48,2018-10-18,17:36:48,EUN,G01
2018-10-18 17:36:49,2018-10-18,17:36:49,KTB,G04
2018-10-18 17:36:52,2018-10-18,17:36:52,YIS,G08
2018-10-18 17:36:52,2018-10-18,17:36:52,CCK,G15
2018-10-18 17:36:55,2018-10-18,17:36:55,PSR,G03
2018-10-18 17:36:55,2018-10-18,17:36:55,SIM,G06
2018-10-18 17:36:57,2018-10-18,17:36:57,TAP,G11
2018-10-18 17:37:01,2018-10-18,17:37:01,RFP,G26
2018-10-18 17:37:02,2018-10-18,17:37:02,BDK,G08
2018-10-18 17:37:05,2018-10-18,17:37:05,BSH,G03
2018-10-18 17:37:06,2018-10-18,17:37:06,ADM,G04
2018-10-18 17:37:11,2018-10-18,17:37:11,RFP,G26
2018-10-18 17:37:11,2018-10-18,17:37:11,JUR,G02
2018-10-18 17:37:21,2018-10-18,17:37:21,BBT,G09
2018-10-18 17:37:31,2018-10-18,17:37:31,BFT,G04
2018-10-18 17:37:40,2018-10-18,17:37:40,BFT,G05
2018-10-18 17:37:42,2018-10-18,17:37:42,ORC,G13
2018-10-18 17:37:42,2018-10-18,17:37:42,CLE,G02
2018-10-18 17:37:50,2018-10-18,17:37:50,WDL,G10
2018-10-18 17:37:54,2018-10-18,17:37:54,YCK,G10
2018-10-18 17:38:01,2018-10-18,17:38:01,CLE,G16
2018-10-18 17:38:02,2018-10-18,17:38:02,CCK,G13
2018-10-18 17:38:07,2018-10-18,17:38:07,CCK,G17
2018-10-18 17:38:11,2018-10-18,17:38:11,SIM,G07
2018-10-18 17:38:14,2018-10-18,17:38:14,NEW,G04
2018-10-18 17:38:17,2018-10-18,17:38:17,RFP,G28
2018-10-18 17:38:19,2018-10-18,17:38:19,BBT,G09
2018-10-18 17:38:20,2018-10-18,17:38:20,YIS,G01
2018-10-18 17:38:25,2018-10-18,17:38:25,ORC,G23
2018-10-18 17:38:26,2018-10-18,17:38:26,TPG,G20
2018-10-18 17:38:36,2018-10-18,17:38:36,BNL,G14
2018-10-18 17:38:40,2018-10-18,17:38:40,KTB,G09
2018-10-18 17:38:40,2018-10-18,17:38:40,WDL,G10
2018-10-18 17:38:51,2018-10-18,17:38:51,NOV,G04
2018-10-18 17:38:54,2018-10-18,17:38:54,BSH,G07
2018-10-18 17:39:01,2018-10-18,17:39:01,ALJ,G03
2018-10-18 17:39:02,2018-10-18,17:39:02,TPG,G13
2018-10-18 17:39:03,2018-10-18,17:39:03,YIS,G02
2018-10-18 17:39:13,2018-10-18,17:39:13,ADM,G06
2018-10-18 17:39:17,2018-10-18,17:39:17,BDL,G07
2018-10-18 17:39:17,2018-10-18,17:39:17,BHC,G10
2018-10-18 17:39:18,2018-10-18,17:39:18,TPG,G12
2018-10-18 17:39:28,2018-10-18,17:39:28,PSR,G05
2018-10-18 17:39:28,2018-10-18,17:39:28,JUR,G14
2018-10-18 17:39:29,2018-10-18,17:39:29,YWT,G03
2018-10-18 17:39:29,2018-10-18,17:39:29,BGS,G13
2018-10-18 17:39:30,2018-10-18,17:39:30,TPG,G20
2018-10-18 17:39:34,2018-10-18,17:39:34,NEW,G09
2018-10-18 17:39:35,2018-10-18,17:39:35,SBW,G06
2018-10-18 17:39:39,2018-10-18,17:39:39,KTB,G04
2018-10-18 17:39:45,2018-10-18,17:39:45,JUR,G07
2018-10-18 17:39:53,2018-10-18,17:39:53,CLE,G08
2018-10-18 17:39:55,2018-10-18,17:39:55,TIB,G01
2018-10-18 17:40:01,2018-10-18,17:40:01,JUR,G24
2018-10-18 17:40:05,2018-10-18,17:40:05,BDK,G07
2018-10-18 17:40:07,2018-10-18,17:40:07,QUE,G02
2018-10-18 17:40:09,2018-10-18,17:40:09,ADM,G10
2018-10-18 17:40:10,2018-10-18,17:40:10,TPG,G07
2018-10-18 17:40:24,2018-10-18,17:40:24,SOM,G13
2018-10-18 17:40:25,2018-10-18,17:40:25,ADM,G02
2018-10-18 17:40:29,2018-10-18,17:40:29,ADM,G07
2018-10-18 17:40:30,2018-10-18,17:40:30,MSL,G03
2018-10-18 17:40:31,2018-10-18,17:40:31,YIS,G12
2018-10-18 17:40:37,2018-10-18,17:40:37,YCK,G01
2018-10-18 17:40:41,2018-10-18,17:40:41,YWT,G04
2018-10-18 17:40:44,2018-10-18,17:40:44,CCK,G07
2018-10-18 17:40:49,2018-10-18,17:40:49,TAM,G02
2018-10-18 17:40:56,2018-10-18,17:40:56,PSR,G04
2018-10-18 17:40:57,2018-10-18,17:40:57,RDH,G09
2018-10-18 17:40:58,2018-10-18,17:40:58,BSH,G09
2018-10-18 17:41:00,2018-10-18,17:41:00,WDL,G03
2018-10-18 17:41:01,2018-10-18,17:41:01,WDL,G09
2018-10-18 17:41:04,2018-10-18,17:41:04,KTB,G01
2018-10-18 17:41:17,2018-10-18,17:41:17,ADM,G10
2018-10-18 17:41:17,2018-10-18,17:41:17,YCK,G03
2018-10-18 17:41:18,2018-10-18,17:41:18,EUN,G09
2018-10-18 17:41:19,2018-10-18,17:41:19,ORC,G03
2018-10-18 17:41:41,2018-10-18,17:41:41,CLE,G19
2018-10-18 17:41:43,2018-10-18,17:41:43,TAP,G08
2018-10-18 17:41:47,2018-10-18,17:41:47,PYL,G03
2018-10-18 17:41:54,2018-10-18,17:41:54,JUR,G23
2018-10-18 17:41:55,2018-10-18,17:41:55,JUR,G24
2018-10-18 17:41:57,2018-10-18,17:41:57,CLE,G01
2018-10-18 17:42:06,2018-10-18,17:42:06,YWT,G01
2018-10-18 17:42:12,2018-10-18,17:42:12,BNL,G04
2018-10-18 17:42:12,2018-10-18,17:42:12,JUR,G01
2018-10-18 17:42:20,2018-10-18,17:42:20,BNL,G21
2018-10-18 17:42:27,2018-10-18,17:42:27,NOV,G04
2018-10-18 17:42:28,2018-10-18,17:42:28,BNL,G14
2018-10-18 17:42:32,2018-10-18,17:42:32,SOM,G05
2018-10-18 17:42:43,2018-10-18,17:42:43,MSL,G04
2018-10-18 17:42:45,2018-10-18,17:42:45,JUR,G22
2018-10-18 17:42:50,2018-10-18,17:42:50,NEW,G05
2018-10-18 17:42:50,2018-10-18,17:42:50,AMK,G11
2018-10-18 17:42:59,2018-10-18,17:42:59,RFP,G30
2018-10-18 17:42:59,2018-10-18,17:42:59,AMK,G14
2018-10-18 17:43:00,2018-10-18,17:43:00,BBT,G07
2018-10-18 17:43:00,2018-10-18,17:43:00,TAM,G08
2018-10-18 17:43:08,2018-10-18,17:43:08,AMK,G12
2018-10-18 17:43:16,2018-10-18,17:43:16,ADM,G05
2018-10-18 17:43:16,2018-10-18,17:43:16,AMK,G13
2018-10-18 17:43:46,2018-10-18,17:43:46,AMK,G10
2018-10-18 17:43:47,2018-10-18,17:43:47,NOV,G01
2018-10-18 17:43:48,2018-10-18,17:43:48,AMK,G07
2018-10-18 17:43:50,2018-10-18,17:43:50,JUR,G15
2018-10-18 17:43:53,2018-10-18,17:43:53,LKS,G09
2018-10-18 17:43:54,2018-10-18,17:43:54,TPG,G01
2018-10-18 17:43:59,2018-10-18,17:43:59,AMK,G10
2018-10-18 17:44:04,2018-10-18,17:44:04,TAP,G12
2018-10-18 17:44:07,2018-10-18,17:44:07,PSR,G08
2018-10-18 17:44:12,2018-10-18,17:44:12,CLE,G03
2018-10-18 17:44:19,2018-10-18,17:44:19,LVR,G05
2018-10-18 17:44:25,2018-10-18,17:44:25,CTH,G12
2018-10-18 17:44:28,2018-10-18,17:44:28,BFT,G10
2018-10-18 17:44:30,2018-10-18,17:44:30,SBW,G04
2018-10-18 17:44:42,2018-10-18,17:44:42,BSH,G10
2018-10-18 17:44:44,2018-10-18,17:44:44,YCK,G10
2018-10-18 17:44:50,2018-10-18,17:44:50,JUR,G15
2018-10-18 17:44:52,2018-10-18,17:44:52,AMK,G08
2018-10-18 17:44:55,2018-10-18,17:44:55,SIM,G03
2018-10-18 17:44:56,2018-10-18,17:44:56,SBW,G10
2018-10-18 17:44:56,2018-10-18,17:44:56,RFP,G02
2018-10-18 17:45:04,2018-10-18,17:45:04,KTB,G02
2018-10-18 17:45:08,2018-10-18,17:45:08,TIB,G02
2018-10-18 17:45:16,2018-10-18,17:45:16,TIB,G03
2018-10-18 17:45:16,2018-10-18,17:45:16,ADM,G06
2018-10-18 17:45:18,2018-10-18,17:45:18,RFP,G29
2018-10-18 17:45:21,2018-10-18,17:45:21,JUR,G04
2018-10-18 17:45:25,2018-10-18,17:45:25,YCK,G04
2018-10-18 17:45:26,2018-10-18,17:45:26,NEW,G02
2018-10-18 17:45:30,2018-10-18,17:45:30,CTH,G04
2018-10-18 17:45:32,2018-10-18,17:45:32,BNL,G04
2018-10-18 17:45:36,2018-10-18,17:45:36,YIS,G13
2018-10-18 17:45:44,2018-10-18,17:45:44,JUR,G08
2018-10-18 17:45:49,2018-10-18,17:45:49,PSR,G08
2018-10-18 17:45:57,2018-10-18,17:45:57,WDL,G08
2018-10-18 17:45:58,2018-10-18,17:45:58,WDL,G06
2018-10-18 17:45:59,2018-10-18,17:45:59,YIS,G05
2018-10-18 17:46:02,2018-10-18,17:46:02,YIS,G04
2018-10-18 17:46:02,2018-10-18,17:46:02,COM,G08
2018-10-18 17:46:09,2018-10-18,17:46:09,AMK,G10
2018-10-18 17:46:12,2018-10-18,17:46:12,RDH,G04
2018-10-18 17:46:12,2018-10-18,17:46:12,WDL,G05
2018-10-18 17:46:12,2018-10-18,17:46:12,SIM,G05
2018-10-18 17:46:19,2018-10-18,17:46:19,CLE,G08
2018-10-18 17:46:36,2018-10-18,17:46:36,TPG,G17
2018-10-18 17:46:39,2018-10-18,17:46:39,WDL,G12
2018-10-18 17:46:42,2018-10-18,17:46:42,CCK,G13
2018-10-18 17:46:55,2018-10-18,17:46:55,YIS,G01
2018-10-18 17:47:02,2018-10-18,17:47:02,TPG,G19
2018-10-18 17:47:04,2018-10-18,17:47:04,CLE,G08
2018-10-18 17:47:06,2018-10-18,17:47:06,EUN,G10
2018-10-18 17:47:09,2018-10-18,17:47:09,LVR,G04
2018-10-18 17:47:09,2018-10-18,17:47:09,KAL,G04
2018-10-18 17:47:19,2018-10-18,17:47:19,SBW,G04
2018-10-18 17:47:27,2018-10-18,17:47:27,RDH,G04
2018-10-18 17:47:27,2018-10-18,17:47:27,BNL,G16
2018-10-18 17:47:33,2018-10-18,17:47:33,MSL,G04
2018-10-18 17:47:40,2018-10-18,17:47:40,CCK,G17
2018-10-18 17:47:43,2018-10-18,17:47:43,MSL,G03
2018-10-18 17:47:43,2018-10-18,17:47:43,YWT,G02
2018-10-18 17:47:44,2018-10-18,17:47:44,YWT,G04
2018-10-18 17:47:45,2018-10-18,17:47:45,NEW,G02
2018-10-18 17:47:47,2018-10-18,17:47:47,EUN,G01
2018-10-18 17:47:47,2018-10-18,17:47:47,KRJ,G15
2018-10-18 17:47:51,2018-10-18,17:47:51,BBT,G05
2018-10-18 17:47:54,2018-10-18,17:47:54,JUR,G11
2018-10-18 17:47:57,2018-10-18,17:47:57,BNL,G20
2018-10-18 17:48:05,2018-10-18,17:48:05,BNL,G09
2018-10-18 17:48:12,2018-10-18,17:48:12,BDL,G06
2018-10-18 17:48:13,2018-10-18,17:48:13,SOM,G12
2018-10-18 17:48:14,2018-10-18,17:48:14,KAL,G09
2018-10-18 17:48:22,2018-10-18,17:48:22,ADM,G04
2018-10-18 17:48:35,2018-10-18,17:48:35,BDL,G07
2018-10-18 17:48:39,2018-10-18,17:48:39,YWT,G03
2018-10-18 17:48:41,2018-10-18,17:48:41,CLE,G03
2018-10-18 17:48:50,2018-10-18,17:48:50,TIB,G02
2018-10-18 17:48:55,2018-10-18,17:48:55,RFP,G05
2018-10-18 17:48:57,2018-10-18,17:48:57,TIB,G02
2018-10-18 17:49:02,2018-10-18,17:49:02,PYL,G04
2018-10-18 17:49:03,2018-10-18,17:49:03,YWT,G03
2018-10-18 17:49:07,2018-10-18,17:49:07,CCK,G01
2018-10-18 17:49:12,2018-10-18,17:49:12,BNL,G10
2018-10-18 17:49:18,2018-10-18,17:49:18,JUR,G07
2018-10-18 17:49:19,2018-10-18,17:49:19,SOM,G13
2018-10-18 17:49:20,2018-10-18,17:49:20,CTH,G03
2018-10-18 17:49:44,2018-10-18,17:49:44,BNL,G14
2018-10-18 17:49:50,2018-10-18,17:49:50,CCK,G13
2018-10-18 17:49:51,2018-10-18,17:49:51,BDL,G02
2018-10-18 17:49:52,2018-10-18,17:49:52,CLE,G08
2018-10-18 17:49:53,2018-10-18,17:49:53,JUR,G15
2018-10-18 17:49:56,2018-10-18,17:49:56,CLE,G22
2018-10-18 17:49:56,2018-10-18,17:49:56,JUR,G09
2018-10-18 17:49:59,2018-10-18,17:49:59,JUR,G07
2018-10-18 17:50:00,2018-10-18,17:50:00,KAL,G08
2018-10-18 17:50:02,2018-10-18,17:50:02,EUN,G01
2018-10-18 17:50:02,2018-10-18,17:50:02,BNL,G10
2018-10-18 17:50:08,2018-10-18,17:50:08,BFT,G08
2018-10-18 17:50:23,2018-10-18,17:50:23,BNL,G10
2018-10-18 17:50:25,2018-10-18,17:50:25,LKS,G04
2018-10-18 17:50:27,2018-10-18,17:50:27,JUR,G15
2018-10-18 17:50:28,2018-10-18,17:50:28,CTH,G22
2018-10-18 17:50:32,2018-10-18,17:50:32,MSL,G07
2018-10-18 17:50:34,2018-10-18,17:50:34,BNL,G21
2018-10-18 17:50:36,2018-10-18,17:50:36,TPG,G16
2018-10-18 17:50:48,2018-10-18,17:50:48,BNL,G19
2018-10-18 17:50:49,2018-10-18,17:50:49,JUR,G11
2018-10-18 17:50:50,2018-10-18,17:50:50,PYL,G04
2018-10-18 17:50:50,2018-10-18,17:50:50,PSR,G10
2018-10-18 17:50:52,2018-10-18,17:50:52,LVR,G04
2018-10-18 17:50:53,2018-10-18,17:50:53,BFT,G09
2018-10-18 17:50:54,2018-10-18,17:50:54,WDL,G06
2018-10-18 17:50:54,2018-10-18,17:50:54,PSR,G08
2018-10-18 17:50:59,2018-10-18,17:50:59,CCK,G10
2018-10-18 17:51:01,2018-10-18,17:51:01,ORC,G27
2018-10-18 17:51:03,2018-10-18,17:51:03,BFT,G11
2018-10-18 17:51:04,2018-10-18,17:51:04,CTH,G12
2018-10-18 17:51:06,2018-10-18,17:51:06,BFT,G11
2018-10-18 17:51:10,2018-10-18,17:51:10,BFT,G11
2018-10-18 17:51:10,2018-10-18,17:51:10,YCK,G07
2018-10-18 17:51:15,2018-10-18,17:51:15,CTH,G10
2018-10-18 17:51:16,2018-10-18,17:51:16,YCK,G07
2018-10-18 17:51:17,2018-10-18,17:51:17,BFT,G08
2018-10-18 17:51:20,2018-10-18,17:51:20,TPG,G14
2018-10-18 17:51:24,2018-10-18,17:51:24,BNL,G01
2018-10-18 17:51:25,2018-10-18,17:51:25,AMK,G06
2018-10-18 17:51:27,2018-10-18,17:51:27,RDH,G02
2018-10-18 17:51:40,2018-10-18,17:51:40,JUR,G11
2018-10-18 17:51:43,2018-10-18,17:51:43,TIB,G01
2018-10-18 17:51:45,2018-10-18,17:51:45,TNM,G02
2018-10-18 17:51:50,2018-10-18,17:51:50,CCK,G10
2018-10-18 17:51:53,2018-10-18,17:51:53,YIS,G03
2018-10-18 17:52:21,2018-10-18,17:52:21,ALJ,G07
2018-10-18 17:52:24,2018-10-18,17:52:24,TAP,G10
2018-10-18 17:52:32,2018-10-18,17:52:32,COM,G08
2018-10-18 17:52:36,2018-10-18,17:52:36,CCK,G10
2018-10-18 17:52:40,2018-10-18,17:52:40,ADM,G09
2018-10-18 17:52:42,2018-10-18,17:52:42,BHC,G09
2018-10-18 17:52:48,2018-10-18,17:52:48,ALJ,G03
2018-10-18 17:52:57,2018-10-18,17:52:57,YCK,G09
2018-10-18 17:52:59,2018-10-18,17:52:59,CTH,G24
2018-10-18 17:53:01,2018-10-18,17:53:01,JUR,G02
2018-10-18 17:53:02,2018-10-18,17:53:02,BNL,G09
2018-10-18 17:53:02,2018-10-18,17:53:02,SBW,G04
2018-10-18 17:53:09,2018-10-18,17:53:09,CLE,G04
2018-10-18 17:53:23,2018-10-18,17:53:23,RDH,G09
2018-10-18 17:53:23,2018-10-18,17:53:23,TPG,G08
2018-10-18 17:53:24,2018-10-18,17:53:24,BGS,G13
2018-10-18 17:53:25,2018-10-18,17:53:25,SBW,G10
2018-10-18 17:53:26,2018-10-18,17:53:26,ADM,G10
2018-10-18 17:53:28,2018-10-18,17:53:28,RFP,G05
2018-10-18 17:53:29,2018-10-18,17:53:29,PSR,G01
2018-10-18 17:53:32,2018-10-18,17:53:32,RFP,G07
2018-10-18 17:53:33,2018-10-18,17:53:33,ADM,G12
2018-10-18 17:53:40,2018-10-18,17:53:40,AMK,G01
2018-10-18 17:53:42,2018-10-18,17:53:42,LKS,G09
2018-10-18 17:53:44,2018-10-18,17:53:44,MSL,G05
2018-10-18 17:53:47,2018-10-18,17:53:47,LKS,G10
2018-10-18 17:53:51,2018-10-18,17:53:51,RFP,G01
2018-10-18 17:53:52,2018-10-18,17:53:52,CLE,G05
2018-10-18 17:53:57,2018-10-18,17:53:57,TAM,G01
2018-10-18 17:54:02,2018-10-18,17:54:02,AMK,G15
2018-10-18 17:54:04,2018-10-18,17:54:04,BBT,G09
2018-10-18 17:54:04,2018-10-18,17:54:04,CCK,G07
2018-10-18 17:54:07,2018-10-18,17:54:07,KTB,G04
2018-10-18 17:54:08,2018-10-18,17:54:08,CCK,G03
2018-10-18 17:54:11,2018-10-18,17:54:11,NEW,G09
2018-10-18 17:54:11,2018-10-18,17:54:11,AMK,G14
2018-10-18 17:54:12,2018-10-18,17:54:12,ORC,G02
2018-10-18 17:54:12,2018-10-18,17:54:12,YCK,G07
2018-10-18 17:54:12,2018-10-18,17:54:12,BGS,G12
2018-10-18 17:54:12,2018-10-18,17:54:12,BGB,G03
2018-10-18 17:54:18,2018-10-18,17:54:18,YCK,G06
2018-10-18 17:54:21,2018-10-18,17:54:21,RDH,G03
2018-10-18 17:54:30,2018-10-18,17:54:30,COM,G03
2018-10-18 17:54:36,2018-10-18,17:54:36,TPG,G08
2018-10-18 17:54:36,2018-10-18,17:54:36,CLE,G10
2018-10-18 17:54:39,2018-10-18,17:54:39,RDH,G04
2018-10-18 17:54:49,2018-10-18,17:54:49,BNL,G14
2018-10-18 17:54:52,2018-10-18,17:54:52,BDL,G04
2018-10-18 17:55:00,2018-10-18,17:55:00,PYL,G03
2018-10-18 17:55:00,2018-10-18,17:55:00,YIS,G03
2018-10-18 17:55:12,2018-10-18,17:55:12,TPG,G09
2018-10-18 17:55:13,2018-10-18,17:55:13,AMK,G11
2018-10-18 17:55:18,2018-10-18,17:55:18,SBW,G04
2018-10-18 17:55:25,2018-10-18,17:55:25,RFP,G07
2018-10-18 17:55:25,2018-10-18,17:55:25,PYL,G06
2018-10-18 17:55:26,2018-10-18,17:55:26,JUR,G14
2018-10-18 17:55:29,2018-10-18,17:55:29,MSL,G03
2018-10-18 17:55:29,2018-10-18,17:55:29,AMK,G01
2018-10-18 17:55:29,2018-10-18,17:55:29,CCK,G08
2018-10-18 17:55:31,2018-10-18,17:55:31,KRJ,G14
2018-10-18 17:55:33,2018-10-18,17:55:33,NOV,G01
2018-10-18 17:55:43,2018-10-18,17:55:43,YIS,G01
2018-10-18 17:55:44,2018-10-18,17:55:44,NOV,G09
2018-10-18 17:55:49,2018-10-18,17:55:49,CLE,G05
2018-10-18 17:55:51,2018-10-18,17:55:51,SBW,G05
2018-10-18 17:55:54,2018-10-18,17:55:54,BBT,G02
2018-10-18 17:56:00,2018-10-18,17:56:00,RDH,G09
2018-10-18 17:56:00,2018-10-18,17:56:00,SOM,G13
2018-10-18 17:56:07,2018-10-18,17:56:07,AMK,G02
2018-10-18 17:56:09,2018-10-18,17:56:09,JUR,G14
2018-10-18 17:56:11,2018-10-18,17:56:11,SBW,G05
2018-10-18 17:56:13,2018-10-18,17:56:13,CCK,G05
2018-10-18 17:56:22,2018-10-18,17:56:22,BDK,G03
2018-10-18 17:56:23,2018-10-18,17:56:23,RFP,G07
2018-10-18 17:56:24,2018-10-18,17:56:24,YWT,G07
2018-10-18 17:56:31,2018-10-18,17:56:31,AMK,G08
2018-10-18 17:56:36,2018-10-18,17:56:36,BSH,G04
2018-10-18 17:56:36,2018-10-18,17:56:36,CLE,G08
2018-10-18 17:56:37,2018-10-18,17:56:37,BSH,G04
2018-10-18 17:56:42,2018-10-18,17:56:42,JUR,G14
2018-10-18 17:56:46,2018-10-18,17:56:46,JUR,G14
2018-10-18 17:56:52,2018-10-18,17:56:52,JUR,G15
2018-10-18 17:56:52,2018-10-18,17:56:52,EUN,G01
2018-10-18 17:56:58,2018-10-18,17:56:58,LKS,G10
2018-10-18 17:56:59,2018-10-18,17:56:59,ALJ,G08
2018-10-18 17:57:08,2018-10-18,17:57:08,RFP,G26
2018-10-18 17:57:11,2018-10-18,17:57:11,COM,G10
2018-10-18 17:57:20,2018-10-18,17:57:20,BNL,G04
2018-10-18 17:57:21,2018-10-18,17:57:21,TPG,G19
2018-10-18 17:57:22,2018-10-18,17:57:22,YIS,G05
2018-10-18 17:57:22,2018-10-18,17:57:22,CCK,G08
2018-10-18 17:57:23,2018-10-18,17:57:23,EUN,G03
2018-10-18 17:57:25,2018-10-18,17:57:25,ADM,G08
2018-10-18 17:57:27,2018-10-18,17:57:27,BGS,G05
2018-10-18 17:57:37,2018-10-18,17:57:37,COM,G02
2018-10-18 17:57:41,2018-10-18,17:57:41,BBT,G07
2018-10-18 17:57:45,2018-10-18,17:57:45,RDH,G04
2018-10-18 17:57:45,2018-10-18,17:57:45,TPG,G19
2018-10-18 17:57:55,2018-10-18,17:57:55,COM,G08
2018-10-18 17:57:58,2018-10-18,17:57:58,TAP,G12
2018-10-18 17:57:59,2018-10-18,17:57:59,CTH,G12
2018-10-18 17:58:01,2018-10-18,17:58:01,ORC,G03
2018-10-18 17:58:03,2018-10-18,17:58:03,SBW,G03
2018-10-18 17:58:09,2018-10-18,17:58:09,TIB,G03
2018-10-18 17:58:15,2018-10-18,17:58:15,WDL,G13
2018-10-18 17:58:20,2018-10-18,17:58:20,TPG,G04
2018-10-18 17:58:25,2018-10-18,17:58:25,CLE,G05
2018-10-18 17:58:29,2018-10-18,17:58:29,CCK,G08
