Datetime,Date,Time,Station,Gate
2018-10-15 11:28:46,2018-10-15,11:28:46,BGS,G06
2018-10-15 11:28:55,2018-10-15,11:28:55,LVR,G04
2018-10-15 11:29:13,2018-10-15,11:29:13,TAP,G12
2018-10-15 11:29:25,2018-10-15,11:29:25,TAP,G09
2018-10-15 11:29:32,2018-10-15,11:29:32,BHC,G11
2018-10-15 11:30:09,2018-10-15,11:30:09,WDL,G06
2018-10-15 11:30:10,2018-10-15,11:30:10,JUR,G07
2018-10-15 11:30:15,2018-10-15,11:30:15,CTH,G12
2018-10-15 11:30:29,2018-10-15,11:30:29,BFT,G08
2018-10-15 11:30:34,2018-10-15,11:30:34,ORC,G26
2018-10-15 11:30:46,2018-10-15,11:30:46,PYL,G02
2018-10-15 11:30:59,2018-10-15,11:30:59,ORC,G05
2018-10-15 11:31:01,2018-10-15,11:31:01,ORC,G24
2018-10-15 11:31:13,2018-10-15,11:31:13,YIS,G03
2018-10-15 11:31:15,2018-10-15,11:31:15,ADM,G09
2018-10-15 11:31:26,2018-10-15,11:31:26,TAM,G10
2018-10-15 11:31:42,2018-10-15,11:31:42,NOV,G02
2018-10-15 11:32:01,2018-10-15,11:32:01,AMK,G03
2018-10-15 11:32:01,2018-10-15,11:32:01,BDK,G04
2018-10-15 11:32:05,2018-10-15,11:32:05,KRJ,G11
2018-10-15 11:32:07,2018-10-15,11:32:07,BSH,G03
2018-10-15 11:32:29,2018-10-15,11:32:29,BNL,G05
2018-10-15 11:32:38,2018-10-15,11:32:38,KEM,G08
2018-10-15 11:32:44,2018-10-15,11:32:44,BFT,G06
2018-10-15 11:32:53,2018-10-15,11:32:53,MSL,G05
2018-10-15 11:33:03,2018-10-15,11:33:03,LVR,G05
2018-10-15 11:33:04,2018-10-15,11:33:04,BNL,G21
2018-10-15 11:33:12,2018-10-15,11:33:12,NEW,G05
2018-10-15 11:33:15,2018-10-15,11:33:15,NEW,G08
2018-10-15 11:33:15,2018-10-15,11:33:15,BNL,G13
2018-10-15 11:33:23,2018-10-15,11:33:23,RFP,G28
2018-10-15 11:33:32,2018-10-15,11:33:32,TAP,G05
2018-10-15 11:33:33,2018-10-15,11:33:33,TAP,G10
2018-10-15 11:33:33,2018-10-15,11:33:33,RFP,G30
2018-10-15 11:33:58,2018-10-15,11:33:58,CTH,G12
2018-10-15 11:34:07,2018-10-15,11:34:07,ORC,G02
2018-10-15 11:34:12,2018-10-15,11:34:12,BFT,G05
2018-10-15 11:34:36,2018-10-15,11:34:36,YCK,G02
2018-10-15 11:34:37,2018-10-15,11:34:37,KEM,G08
2018-10-15 11:34:49,2018-10-15,11:34:49,TAP,G10
2018-10-15 11:35:02,2018-10-15,11:35:02,JUR,G08
2018-10-15 11:35:03,2018-10-15,11:35:03,ORC,G03
2018-10-15 11:35:18,2018-10-15,11:35:18,BNL,G05
2018-10-15 11:35:28,2018-10-15,11:35:28,KEM,G07
2018-10-15 11:35:31,2018-10-15,11:35:31,BBT,G06
2018-10-15 11:35:35,2018-10-15,11:35:35,LVR,G01
2018-10-15 11:35:39,2018-10-15,11:35:39,TIB,G03
2018-10-15 11:35:41,2018-10-15,11:35:41,ORC,G27
2018-10-15 11:35:54,2018-10-15,11:35:54,WDL,G05
2018-10-15 11:35:59,2018-10-15,11:35:59,LVR,G05
2018-10-15 11:36:07,2018-10-15,11:36:07,ORC,G15
2018-10-15 11:36:12,2018-10-15,11:36:12,SBW,G04
2018-10-15 11:36:14,2018-10-15,11:36:14,YIS,G02
2018-10-15 11:36:18,2018-10-15,11:36:18,TIB,G10
2018-10-15 11:36:18,2018-10-15,11:36:18,TPG,G08
2018-10-15 11:36:22,2018-10-15,11:36:22,YIS,G03
2018-10-15 11:36:23,2018-10-15,11:36:23,AMK,G08
2018-10-15 11:36:25,2018-10-15,11:36:25,CLE,G10
2018-10-15 11:36:26,2018-10-15,11:36:26,BFT,G09
2018-10-15 11:36:29,2018-10-15,11:36:29,CTH,G22
2018-10-15 11:36:40,2018-10-15,11:36:40,TIB,G02
2018-10-15 11:36:45,2018-10-15,11:36:45,AMK,G05
2018-10-15 11:36:47,2018-10-15,11:36:47,ORC,G02
2018-10-15 11:37:05,2018-10-15,11:37:05,BBT,G05
2018-10-15 11:37:14,2018-10-15,11:37:14,WDL,G07
2018-10-15 11:37:16,2018-10-15,11:37:16,TAM,G11
2018-10-15 11:37:28,2018-10-15,11:37:28,CCK,G14
2018-10-15 11:37:30,2018-10-15,11:37:30,BDL,G06
2018-10-15 11:38:02,2018-10-15,11:38:02,CTH,G12
2018-10-15 11:38:07,2018-10-15,11:38:07,CTH,G17
2018-10-15 11:38:20,2018-10-15,11:38:20,SOM,G11
2018-10-15 11:38:22,2018-10-15,11:38:22,MSL,G08
2018-10-15 11:38:25,2018-10-15,11:38:25,RFP,G30
2018-10-15 11:38:38,2018-10-15,11:38:38,NOV,G03
2018-10-15 11:38:44,2018-10-15,11:38:44,CLE,G05
2018-10-15 11:38:48,2018-10-15,11:38:48,BDK,G03
2018-10-15 11:38:51,2018-10-15,11:38:51,WDL,G13
2018-10-15 11:38:52,2018-10-15,11:38:52,TAM,G08
2018-10-15 11:38:55,2018-10-15,11:38:55,BNL,G16
2018-10-15 11:38:57,2018-10-15,11:38:57,SOM,G10
2018-10-15 11:39:02,2018-10-15,11:39:02,CCK,G17
2018-10-15 11:39:03,2018-10-15,11:39:03,ALJ,G06
2018-10-15 11:39:40,2018-10-15,11:39:40,NEW,G02
2018-10-15 11:39:43,2018-10-15,11:39:43,CCK,G17
2018-10-15 11:39:48,2018-10-15,11:39:48,LKS,G10
2018-10-15 11:40:07,2018-10-15,11:40:07,TIB,G01
2018-10-15 11:40:20,2018-10-15,11:40:20,TPG,G04
2018-10-15 11:40:25,2018-10-15,11:40:25,TAP,G05
2018-10-15 11:40:32,2018-10-15,11:40:32,JUR,G14
2018-10-15 11:40:33,2018-10-15,11:40:33,YIS,G11
2018-10-15 11:40:35,2018-10-15,11:40:35,TPG,G19
2018-10-15 11:40:43,2018-10-15,11:40:43,COM,G08
2018-10-15 11:40:49,2018-10-15,11:40:49,BDK,G09
2018-10-15 11:40:49,2018-10-15,11:40:49,PYL,G02
2018-10-15 11:40:55,2018-10-15,11:40:55,YCK,G04
2018-10-15 11:41:16,2018-10-15,11:41:16,JUR,G14
2018-10-15 11:41:19,2018-10-15,11:41:19,YIS,G01
2018-10-15 11:41:23,2018-10-15,11:41:23,YIS,G03
2018-10-15 11:41:23,2018-10-15,11:41:23,ORC,G10
2018-10-15 11:41:42,2018-10-15,11:41:42,ORC,G07
2018-10-15 11:41:58,2018-10-15,11:41:58,CTH,G25
2018-10-15 11:42:10,2018-10-15,11:42:10,WDL,G04
2018-10-15 11:42:44,2018-10-15,11:42:44,DBG,G10
2018-10-15 11:42:48,2018-10-15,11:42:48,BNL,G21
2018-10-15 11:42:54,2018-10-15,11:42:54,CTH,G18
2018-10-15 11:43:27,2018-10-15,11:43:27,SOM,G11
2018-10-15 11:43:32,2018-10-15,11:43:32,JUR,G11
2018-10-15 11:43:32,2018-10-15,11:43:32,BGS,G11
2018-10-15 11:43:40,2018-10-15,11:43:40,CTH,G11
2018-10-15 11:43:46,2018-10-15,11:43:46,TAP,G01
2018-10-15 11:43:46,2018-10-15,11:43:46,SOM,G12
2018-10-15 11:43:47,2018-10-15,11:43:47,PYL,G06
2018-10-15 11:43:47,2018-10-15,11:43:47,YWT,G02
2018-10-15 11:43:50,2018-10-15,11:43:50,BHC,G11
2018-10-15 11:43:53,2018-10-15,11:43:53,BFT,G05
2018-10-15 11:43:54,2018-10-15,11:43:54,TAP,G03
2018-10-15 11:44:00,2018-10-15,11:44:00,BGB,G08
2018-10-15 11:44:43,2018-10-15,11:44:43,TPG,G02
2018-10-15 11:44:47,2018-10-15,11:44:47,TPG,G01
2018-10-15 11:44:57,2018-10-15,11:44:57,TNM,G07
2018-10-15 11:45:16,2018-10-15,11:45:16,MSP,G09
2018-10-15 11:45:17,2018-10-15,11:45:17,TPG,G07
2018-10-15 11:45:23,2018-10-15,11:45:23,WDL,G11
2018-10-15 11:45:30,2018-10-15,11:45:30,BBT,G06
2018-10-15 11:45:50,2018-10-15,11:45:50,SOM,G15
2018-10-15 11:45:50,2018-10-15,11:45:50,YIS,G06
2018-10-15 11:45:52,2018-10-15,11:45:52,BGS,G13
2018-10-15 11:45:53,2018-10-15,11:45:53,QUE,G03
2018-10-15 11:46:07,2018-10-15,11:46:07,BDL,G01
2018-10-15 11:46:16,2018-10-15,11:46:16,CLE,G03
2018-10-15 11:46:24,2018-10-15,11:46:24,NOV,G08
2018-10-15 11:46:25,2018-10-15,11:46:25,RDH,G09
2018-10-15 11:46:34,2018-10-15,11:46:34,SIM,G03
2018-10-15 11:46:38,2018-10-15,11:46:38,RDH,G09
2018-10-15 11:46:39,2018-10-15,11:46:39,AMK,G07
2018-10-15 11:46:44,2018-10-15,11:46:44,NEW,G11
2018-10-15 11:46:47,2018-10-15,11:46:47,LVR,G03
2018-10-15 11:46:57,2018-10-15,11:46:57,KAL,G04
2018-10-15 11:47:15,2018-10-15,11:47:15,TAP,G09
2018-10-15 11:47:15,2018-10-15,11:47:15,KTB,G04
2018-10-15 11:47:19,2018-10-15,11:47:19,TAP,G05
2018-10-15 11:47:20,2018-10-15,11:47:20,TIB,G07
2018-10-15 11:47:23,2018-10-15,11:47:23,BGS,G02
2018-10-15 11:47:42,2018-10-15,11:47:42,BGS,G12
2018-10-15 11:47:54,2018-10-15,11:47:54,JUR,G14
2018-10-15 11:47:58,2018-10-15,11:47:58,BGS,G09
2018-10-15 11:48:28,2018-10-15,11:48:28,SOM,G08
2018-10-15 11:48:33,2018-10-15,11:48:33,SOM,G02
2018-10-15 11:48:43,2018-10-15,11:48:43,KTB,G07
2018-10-15 11:48:59,2018-10-15,11:48:59,JUR,G19
2018-10-15 11:48:59,2018-10-15,11:48:59,SOM,G09
2018-10-15 11:49:06,2018-10-15,11:49:06,BNL,G05
2018-10-15 11:49:09,2018-10-15,11:49:09,JUR,G12
2018-10-15 11:49:17,2018-10-15,11:49:17,SIM,G03
2018-10-15 11:49:18,2018-10-15,11:49:18,YCK,G08
2018-10-15 11:49:32,2018-10-15,11:49:32,RDH,G04
2018-10-15 11:49:35,2018-10-15,11:49:35,LKS,G07
2018-10-15 11:50:06,2018-10-15,11:50:06,BDK,G01
2018-10-15 11:50:18,2018-10-15,11:50:18,CCK,G17
2018-10-15 11:50:24,2018-10-15,11:50:24,JUR,G14
2018-10-15 11:50:24,2018-10-15,11:50:24,BBT,G08
2018-10-15 11:50:34,2018-10-15,11:50:34,TPG,G02
2018-10-15 11:50:55,2018-10-15,11:50:55,ORC,G24
2018-10-15 11:50:56,2018-10-15,11:50:56,WDL,G11
2018-10-15 11:50:58,2018-10-15,11:50:58,MRB,G01
2018-10-15 11:51:03,2018-10-15,11:51:03,RFP,G10
2018-10-15 11:51:04,2018-10-15,11:51:04,JUR,G22
2018-10-15 11:51:10,2018-10-15,11:51:10,ORC,G25
2018-10-15 11:51:10,2018-10-15,11:51:10,ORC,G06
2018-10-15 11:51:22,2018-10-15,11:51:22,YCK,G02
2018-10-15 11:51:24,2018-10-15,11:51:24,ORC,G07
2018-10-15 11:51:58,2018-10-15,11:51:58,CTH,G07
2018-10-15 11:52:02,2018-10-15,11:52:02,WDL,G10
2018-10-15 11:52:05,2018-10-15,11:52:05,SBW,G08
2018-10-15 11:52:09,2018-10-15,11:52:09,AMK,G11
2018-10-15 11:52:14,2018-10-15,11:52:14,AMK,G03
2018-10-15 11:52:21,2018-10-15,11:52:21,KRJ,G15
2018-10-15 11:52:24,2018-10-15,11:52:24,WDL,G07
2018-10-15 11:52:35,2018-10-15,11:52:35,BSH,G10
2018-10-15 11:52:37,2018-10-15,11:52:37,BDK,G09
2018-10-15 11:52:47,2018-10-15,11:52:47,TAP,G06
2018-10-15 11:53:06,2018-10-15,11:53:06,BNL,G15
2018-10-15 11:53:15,2018-10-15,11:53:15,BGS,G02
2018-10-15 11:53:25,2018-10-15,11:53:25,BGS,G03
2018-10-15 11:53:37,2018-10-15,11:53:37,EUN,G10
2018-10-15 11:53:37,2018-10-15,11:53:37,YIS,G10
2018-10-15 11:53:38,2018-10-15,11:53:38,WDL,G03
2018-10-15 11:53:42,2018-10-15,11:53:42,SOM,G02
2018-10-15 11:53:45,2018-10-15,11:53:45,BGS,G03
2018-10-15 11:53:59,2018-10-15,11:53:59,BGS,G06
2018-10-15 11:54:15,2018-10-15,11:54:15,SOM,G11
2018-10-15 11:54:26,2018-10-15,11:54:26,PSR,G04
2018-10-15 11:54:26,2018-10-15,11:54:26,KRJ,G15
2018-10-15 11:54:29,2018-10-15,11:54:29,TPG,G07
2018-10-15 11:54:47,2018-10-15,11:54:47,WDL,G13
2018-10-15 11:54:50,2018-10-15,11:54:50,ADM,G07
2018-10-15 11:54:52,2018-10-15,11:54:52,SOM,G14
2018-10-15 11:55:02,2018-10-15,11:55:02,QUE,G01
2018-10-15 11:55:09,2018-10-15,11:55:09,JUR,G08
2018-10-15 11:55:16,2018-10-15,11:55:16,TPG,G17
2018-10-15 11:55:27,2018-10-15,11:55:27,CLE,G01
2018-10-15 11:55:36,2018-10-15,11:55:36,SOM,G01
2018-10-15 11:55:42,2018-10-15,11:55:42,BNL,G03
2018-10-15 11:55:48,2018-10-15,11:55:48,MSP,G01
2018-10-15 11:55:51,2018-10-15,11:55:51,JUR,G10
2018-10-15 11:55:59,2018-10-15,11:55:59,TAM,G10
2018-10-15 11:55:59,2018-10-15,11:55:59,BDL,G03
2018-10-15 11:56:01,2018-10-15,11:56:01,CTH,G11
2018-10-15 11:56:35,2018-10-15,11:56:35,WDL,G13
2018-10-15 11:56:49,2018-10-15,11:56:49,NOV,G06
2018-10-15 11:56:52,2018-10-15,11:56:52,BDK,G03
2018-10-15 11:57:08,2018-10-15,11:57:08,RFP,G29
2018-10-15 11:57:12,2018-10-15,11:57:12,BBT,G09
2018-10-15 11:57:14,2018-10-15,11:57:14,WDL,G13
2018-10-15 11:57:42,2018-10-15,11:57:42,RFP,G31
2018-10-15 11:57:44,2018-10-15,11:57:44,BDK,G05
2018-10-15 11:57:52,2018-10-15,11:57:52,BNL,G03
2018-10-15 11:57:54,2018-10-15,11:57:54,LKS,G07
2018-10-15 11:58:17,2018-10-15,11:58:17,TAP,G01
2018-10-15 11:58:22,2018-10-15,11:58:22,RFP,G26
2018-10-15 11:58:29,2018-10-15,11:58:29,BGS,G02
2018-10-15 11:58:30,2018-10-15,11:58:30,SOM,G02
2018-10-15 11:58:31,2018-10-15,11:58:31,KRJ,G03
2018-10-15 11:58:31,2018-10-15,11:58:31,BFT,G05
2018-10-15 11:58:40,2018-10-15,11:58:40,BNL,G21
2018-10-15 11:58:58,2018-10-15,11:58:58,YIS,G05
2018-10-15 11:59:08,2018-10-15,11:59:08,KTB,G09
2018-10-15 11:59:09,2018-10-15,11:59:09,ADM,G03
2018-10-15 11:59:16,2018-10-15,11:59:16,JUR,G17
2018-10-15 11:59:32,2018-10-15,11:59:32,YCK,G10
2018-10-15 11:59:36,2018-10-15,11:59:36,CLE,G03
2018-10-15 11:59:42,2018-10-15,11:59:42,TPG,G19
2018-10-15 11:59:48,2018-10-15,11:59:48,BDK,G11
2018-10-15 11:59:59,2018-10-15,11:59:59,NOV,G10
2018-10-15 12:00:08,2018-10-15,12:00:08,SBW,G07
2018-10-15 12:00:13,2018-10-15,12:00:13,CLE,G08
2018-10-15 12:00:14,2018-10-15,12:00:14,BNL,G03
2018-10-15 12:00:14,2018-10-15,12:00:14,ORC,G23
2018-10-15 12:00:19,2018-10-15,12:00:19,KTB,G08
2018-10-15 12:00:24,2018-10-15,12:00:24,RFP,G27
2018-10-15 12:00:34,2018-10-15,12:00:34,ORC,G01
2018-10-15 12:00:39,2018-10-15,12:00:39,JUR,G12
2018-10-15 12:00:42,2018-10-15,12:00:42,BBT,G07
2018-10-15 12:00:42,2018-10-15,12:00:42,CCK,G08
2018-10-15 12:00:48,2018-10-15,12:00:48,YWT,G02
2018-10-15 12:00:48,2018-10-15,12:00:48,ORC,G04
2018-10-15 12:00:50,2018-10-15,12:00:50,YIS,G05
2018-10-15 12:00:54,2018-10-15,12:00:54,RFP,G04
2018-10-15 12:00:59,2018-10-15,12:00:59,KTB,G04
2018-10-15 12:01:02,2018-10-15,12:01:02,TAP,G12
2018-10-15 12:01:03,2018-10-15,12:01:03,JUR,G11
2018-10-15 12:01:09,2018-10-15,12:01:09,BFT,G04
2018-10-15 12:01:15,2018-10-15,12:01:15,SBW,G10
2018-10-15 12:01:33,2018-10-15,12:01:33,ALJ,G07
2018-10-15 12:01:44,2018-10-15,12:01:44,ORC,G21
2018-10-15 12:02:12,2018-10-15,12:02:12,WDL,G05
2018-10-15 12:02:16,2018-10-15,12:02:16,NOV,G03
2018-10-15 12:02:18,2018-10-15,12:02:18,WDL,G10
2018-10-15 12:03:05,2018-10-15,12:03:05,BGB,G07
2018-10-15 12:03:09,2018-10-15,12:03:09,YWT,G05
2018-10-15 12:03:18,2018-10-15,12:03:18,TNM,G05
2018-10-15 12:03:20,2018-10-15,12:03:20,CTH,G17
2018-10-15 12:03:22,2018-10-15,12:03:22,PSR,G05
2018-10-15 12:03:31,2018-10-15,12:03:31,BGS,G05
2018-10-15 12:03:36,2018-10-15,12:03:36,ADM,G08
2018-10-15 12:03:41,2018-10-15,12:03:41,NEW,G02
2018-10-15 12:03:51,2018-10-15,12:03:51,BGS,G06
2018-10-15 12:03:55,2018-10-15,12:03:55,BGS,G06
2018-10-15 12:04:01,2018-10-15,12:04:01,BFT,G03
2018-10-15 12:04:13,2018-10-15,12:04:13,SOM,G09
2018-10-15 12:04:16,2018-10-15,12:04:16,YCK,G10
2018-10-15 12:04:18,2018-10-15,12:04:18,SOM,G03
2018-10-15 12:04:24,2018-10-15,12:04:24,KRJ,G16
2018-10-15 12:04:37,2018-10-15,12:04:37,YIS,G04
2018-10-15 12:04:40,2018-10-15,12:04:40,YCK,G10
2018-10-15 12:04:50,2018-10-15,12:04:50,BBT,G09
2018-10-15 12:04:52,2018-10-15,12:04:52,RFP,G27
2018-10-15 12:04:57,2018-10-15,12:04:57,CLE,G09
2018-10-15 12:05:10,2018-10-15,12:05:10,BDK,G10
2018-10-15 12:05:13,2018-10-15,12:05:13,SIM,G03
2018-10-15 12:05:24,2018-10-15,12:05:24,YWT,G02
2018-10-15 12:05:35,2018-10-15,12:05:35,WDL,G10
2018-10-15 12:05:37,2018-10-15,12:05:37,SOM,G01
2018-10-15 12:05:38,2018-10-15,12:05:38,TPG,G01
2018-10-15 12:05:46,2018-10-15,12:05:46,BDL,G03
2018-10-15 12:06:02,2018-10-15,12:06:02,BDK,G10
2018-10-15 12:06:11,2018-10-15,12:06:11,NOV,G01
2018-10-15 12:06:15,2018-10-15,12:06:15,PYL,G04
2018-10-15 12:06:20,2018-10-15,12:06:20,BGS,G12
2018-10-15 12:06:20,2018-10-15,12:06:20,JUR,G22
2018-10-15 12:06:22,2018-10-15,12:06:22,SIM,G05
2018-10-15 12:06:32,2018-10-15,12:06:32,YIS,G01
2018-10-15 12:06:41,2018-10-15,12:06:41,TIB,G02
2018-10-15 12:06:49,2018-10-15,12:06:49,ADM,G09
2018-10-15 12:06:53,2018-10-15,12:06:53,AMK,G12
2018-10-15 12:06:56,2018-10-15,12:06:56,YWT,G01
2018-10-15 12:07:00,2018-10-15,12:07:00,ORC,G04
2018-10-15 12:07:01,2018-10-15,12:07:01,NOV,G10
2018-10-15 12:07:12,2018-10-15,12:07:12,JUR,G14
2018-10-15 12:07:15,2018-10-15,12:07:15,RFP,G27
2018-10-15 12:07:25,2018-10-15,12:07:25,YWT,G01
2018-10-15 12:07:31,2018-10-15,12:07:31,ORC,G06
2018-10-15 12:07:32,2018-10-15,12:07:32,BNL,G18
2018-10-15 12:07:36,2018-10-15,12:07:36,WDL,G05
2018-10-15 12:07:48,2018-10-15,12:07:48,YWT,G06
2018-10-15 12:08:20,2018-10-15,12:08:20,CTH,G24
2018-10-15 12:08:29,2018-10-15,12:08:29,AMK,G15
2018-10-15 12:08:32,2018-10-15,12:08:32,BGS,G02
2018-10-15 12:08:39,2018-10-15,12:08:39,PSR,G01
2018-10-15 12:08:41,2018-10-15,12:08:41,CLE,G08
2018-10-15 12:08:46,2018-10-15,12:08:46,ADM,G04
2018-10-15 12:08:46,2018-10-15,12:08:46,BGS,G03
2018-10-15 12:09:01,2018-10-15,12:09:01,TAP,G03
2018-10-15 12:09:10,2018-10-15,12:09:10,ADM,G04
2018-10-15 12:09:18,2018-10-15,12:09:18,NEW,G05
2018-10-15 12:09:22,2018-10-15,12:09:22,KTB,G09
2018-10-15 12:09:34,2018-10-15,12:09:34,CLE,G05
2018-10-15 12:09:51,2018-10-15,12:09:51,JUR,G13
2018-10-15 12:09:52,2018-10-15,12:09:52,CTH,G04
2018-10-15 12:09:59,2018-10-15,12:09:59,JUR,G04
2018-10-15 12:10:00,2018-10-15,12:10:00,EUN,G01
2018-10-15 12:10:15,2018-10-15,12:10:15,LVR,G01
2018-10-15 12:10:21,2018-10-15,12:10:21,TPG,G08
2018-10-15 12:10:38,2018-10-15,12:10:38,KRJ,G06
2018-10-15 12:10:42,2018-10-15,12:10:42,TPG,G02
2018-10-15 12:10:55,2018-10-15,12:10:55,LVR,G03
2018-10-15 12:10:58,2018-10-15,12:10:58,AMK,G08
2018-10-15 12:11:13,2018-10-15,12:11:13,TPG,G08
2018-10-15 12:11:17,2018-10-15,12:11:17,SBW,G02
2018-10-15 12:11:28,2018-10-15,12:11:28,BGS,G12
2018-10-15 12:11:29,2018-10-15,12:11:29,BSH,G09
2018-10-15 12:11:34,2018-10-15,12:11:34,LVR,G04
2018-10-15 12:11:39,2018-10-15,12:11:39,BDL,G03
2018-10-15 12:11:40,2018-10-15,12:11:40,ORC,G05
2018-10-15 12:11:45,2018-10-15,12:11:45,ORC,G24
2018-10-15 12:11:54,2018-10-15,12:11:54,CTH,G24
2018-10-15 12:11:59,2018-10-15,12:11:59,SOM,G14
2018-10-15 12:12:00,2018-10-15,12:12:00,CTH,G04
2018-10-15 12:12:05,2018-10-15,12:12:05,NOV,G10
2018-10-15 12:12:10,2018-10-15,12:12:10,ADM,G05
2018-10-15 12:12:10,2018-10-15,12:12:10,RFP,G26
2018-10-15 12:12:24,2018-10-15,12:12:24,YWT,G05
2018-10-15 12:12:33,2018-10-15,12:12:33,PSR,G09
2018-10-15 12:12:33,2018-10-15,12:12:33,BNL,G02
2018-10-15 12:12:36,2018-10-15,12:12:36,NEW,G09
2018-10-15 12:13:03,2018-10-15,12:13:03,BGS,G02
2018-10-15 12:13:05,2018-10-15,12:13:05,PSR,G04
2018-10-15 12:13:07,2018-10-15,12:13:07,BHC,G09
2018-10-15 12:13:11,2018-10-15,12:13:11,RFP,G31
2018-10-15 12:13:27,2018-10-15,12:13:27,QUE,G07
2018-10-15 12:13:30,2018-10-15,12:13:30,BGS,G06
2018-10-15 12:13:41,2018-10-15,12:13:41,KEM,G03
2018-10-15 12:13:57,2018-10-15,12:13:57,RFP,G09
2018-10-15 12:14:03,2018-10-15,12:14:03,SOM,G02
2018-10-15 12:14:14,2018-10-15,12:14:14,BHC,G11
2018-10-15 12:14:28,2018-10-15,12:14:28,QUE,G01
2018-10-15 12:14:39,2018-10-15,12:14:39,TPG,G07
2018-10-15 12:14:42,2018-10-15,12:14:42,ORC,G03
2018-10-15 12:14:44,2018-10-15,12:14:44,BDL,G01
2018-10-15 12:14:48,2018-10-15,12:14:48,LVR,G07
2018-10-15 12:14:51,2018-10-15,12:14:51,QUE,G03
2018-10-15 12:15:01,2018-10-15,12:15:01,JUR,G08
2018-10-15 12:15:11,2018-10-15,12:15:11,YIS,G05
2018-10-15 12:15:21,2018-10-15,12:15:21,WDL,G12
2018-10-15 12:15:26,2018-10-15,12:15:26,BDK,G11
2018-10-15 12:15:40,2018-10-15,12:15:40,TPG,G03
2018-10-15 12:15:42,2018-10-15,12:15:42,TIB,G04
2018-10-15 12:15:43,2018-10-15,12:15:43,MSL,G08
2018-10-15 12:15:44,2018-10-15,12:15:44,YCK,G01
2018-10-15 12:15:55,2018-10-15,12:15:55,RFP,G12
2018-10-15 12:16:16,2018-10-15,12:16:16,QUE,G06
2018-10-15 12:16:50,2018-10-15,12:16:50,YWT,G02
2018-10-15 12:16:51,2018-10-15,12:16:51,TAM,G06
2018-10-15 12:16:56,2018-10-15,12:16:56,YCK,G01
2018-10-15 12:17:08,2018-10-15,12:17:08,SBW,G08
2018-10-15 12:17:21,2018-10-15,12:17:21,BDL,G06
2018-10-15 12:17:33,2018-10-15,12:17:33,SOM,G15
2018-10-15 12:17:45,2018-10-15,12:17:45,CLE,G04
2018-10-15 12:17:46,2018-10-15,12:17:46,PSR,G02
2018-10-15 12:17:51,2018-10-15,12:17:51,MSL,G05
2018-10-15 12:17:54,2018-10-15,12:17:54,CTH,G15
2018-10-15 12:17:55,2018-10-15,12:17:55,MSL,G05
2018-10-15 12:18:15,2018-10-15,12:18:15,KTB,G02
2018-10-15 12:18:39,2018-10-15,12:18:39,SOM,G11
2018-10-15 12:18:45,2018-10-15,12:18:45,KEM,G02
2018-10-15 12:19:35,2018-10-15,12:19:35,ADM,G11
2018-10-15 12:19:43,2018-10-15,12:19:43,BDL,G07
2018-10-15 12:19:46,2018-10-15,12:19:46,ORC,G01
2018-10-15 12:19:47,2018-10-15,12:19:47,TAP,G03
2018-10-15 12:19:48,2018-10-15,12:19:48,BNL,G08
2018-10-15 12:19:52,2018-10-15,12:19:52,TNM,G09
2018-10-15 12:20:06,2018-10-15,12:20:06,BNL,G13
2018-10-15 12:20:15,2018-10-15,12:20:15,COM,G09
2018-10-15 12:20:21,2018-10-15,12:20:21,KAL,G10
2018-10-15 12:20:23,2018-10-15,12:20:23,KAL,G09
2018-10-15 12:20:53,2018-10-15,12:20:53,BDL,G06
2018-10-15 12:21:00,2018-10-15,12:21:00,WDL,G12
2018-10-15 12:21:04,2018-10-15,12:21:04,JUR,G21
2018-10-15 12:21:05,2018-10-15,12:21:05,LVR,G09
2018-10-15 12:21:17,2018-10-15,12:21:17,BFT,G04
2018-10-15 12:21:23,2018-10-15,12:21:23,AMK,G10
2018-10-15 12:21:23,2018-10-15,12:21:23,ORC,G04
2018-10-15 12:21:32,2018-10-15,12:21:32,SBW,G10
2018-10-15 12:21:38,2018-10-15,12:21:38,ORC,G04
2018-10-15 12:21:46,2018-10-15,12:21:46,BDK,G04
2018-10-15 12:21:52,2018-10-15,12:21:52,ORC,G24
2018-10-15 12:21:55,2018-10-15,12:21:55,SIM,G02
2018-10-15 12:22:10,2018-10-15,12:22:10,YCK,G01
2018-10-15 12:22:11,2018-10-15,12:22:11,BNL,G14
2018-10-15 12:22:37,2018-10-15,12:22:37,RFP,G31
2018-10-15 12:22:40,2018-10-15,12:22:40,SBW,G10
2018-10-15 12:22:40,2018-10-15,12:22:40,RDH,G09
2018-10-15 12:22:50,2018-10-15,12:22:50,ORC,G28
2018-10-15 12:23:35,2018-10-15,12:23:35,TAM,G02
2018-10-15 12:23:37,2018-10-15,12:23:37,SOM,G10
2018-10-15 12:23:43,2018-10-15,12:23:43,JUR,G17
2018-10-15 12:23:45,2018-10-15,12:23:45,PSR,G02
2018-10-15 12:23:59,2018-10-15,12:23:59,CCK,G17
2018-10-15 12:24:20,2018-10-15,12:24:20,BSH,G03
2018-10-15 12:24:27,2018-10-15,12:24:27,BDK,G02
2018-10-15 12:24:35,2018-10-15,12:24:35,CLE,G03
2018-10-15 12:24:42,2018-10-15,12:24:42,CLE,G09
2018-10-15 12:24:45,2018-10-15,12:24:45,SBW,G05
